chronological_rank,release_date,date_confidence,evolution_id,name,name_zh,slug,category,status,url
773,2026-05-08,inferred,834,Rapid+,,rapid,REWARDS,expired,https://www.futbin.com/26/evolutions/834/rapid
774,2026-05-09,inferred,835,Intercept and Pinged Pass,,intercept-and-pinged-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/835/intercept-and-pinged-pass
775,2026-05-09,inferred,836,Tiki Taka and Low Driven Shot,,tiki-taka-and-low-driven-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/836/tiki-taka-and-low-driven-shot
776,2026-05-09,exact,837,Cat Like Reflexes,,cat-like-reflexes,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/837/cat-like-reflexes
777,2026-05-09,exact,838,TOTS Honourable Mentions,,tots-honourable-mentions,COSMETICS,expired,https://www.futbin.com/26/evolutions/838/tots-honourable-mentions
778,2026-05-10,exact,839,Maestro Unbound,,maestro-unbound,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/839/maestro-unbound
779,2026-05-11,exact,840,Polished Pivot,,polished-pivot,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/840/polished-pivot
780,2026-05-11,inferred,841,Quick Step+ and Jockey,,quick-step-and-jockey,REWARDS,expired,https://www.futbin.com/26/evolutions/841/quick-step-and-jockey
781,2026-05-12,inferred,842,Tri-Control,,tri-control,REWARDS,expired,https://www.futbin.com/26/evolutions/842/tri-control
782,2026-05-12,exact,843,Quick Twitch,,quick-twitch,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/843/quick-twitch
783,2026-05-13,exact,844,Midfield Migration,,midfield-migration,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/844/midfield-migration
784,2026-05-14,exact,845,Keep the Ball,,keep-the-ball,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/845/keep-the-ball
785,2026-05-15,exact,846,TOTS Career Path - Starter,,tots-career-path-starter,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/846/tots-career-path-starter
786,2026-05-15,inferred,847,Total Football,,total-football,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/847/total-football
787,2026-05-16,inferred,848,Low Driven+,,low-driven,REWARDS,expired,https://www.futbin.com/26/evolutions/848/low-driven
788,2026-05-16,exact,849,Five Star Phenom,,five-star-phenom,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/849/five-star-phenom
789,2026-05-17,exact,850,TOTS Career Path II - LM,,tots-career-path-ii-lm,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/850/tots-career-path-ii-lm
790,2026-05-17,exact,851,TOTS Career Path II - RM,,tots-career-path-ii-rm,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/851/tots-career-path-ii-rm
791,2026-05-17,exact,852,TOTS Career Path II - CAM,,tots-career-path-ii-cam,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/852/tots-career-path-ii-cam
792,2026-05-18,exact,853,Elite Link-Up,,elite-link-up,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/853/elite-link-up
793,2026-05-18,inferred,854,Backline Instinct,,backline-instinct,REWARDS,expired,https://www.futbin.com/26/evolutions/854/backline-instinct
794,2026-05-18,inferred,855,Far Reach+,,far-reach,REWARDS,expired,https://www.futbin.com/26/evolutions/855/far-reach
795,2026-05-18,inferred,856,Enforcer+,,enforcer,REWARDS,expired,https://www.futbin.com/26/evolutions/856/enforcer
796,2026-05-19,inferred,857,Quick Step,,quick-step,REWARDS,expired,https://www.futbin.com/26/evolutions/857/quick-step
797,2026-05-19,inferred,858,Defensive Perfection,,defensive-perfection,REWARDS,expired,https://www.futbin.com/26/evolutions/858/defensive-perfection
798,2026-05-19,inferred,859,Attacking Excellence,,attacking-excellence,REWARDS,expired,https://www.futbin.com/26/evolutions/859/attacking-excellence
799,2026-05-19,inferred,860,Sterling Ascension,,sterling-ascension,REWARDS,expired,https://www.futbin.com/26/evolutions/860/sterling-ascension
800,2026-05-19,exact,861,Defensive Masterclass,,defensive-masterclass,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/861/defensive-masterclass
801,2026-05-20,exact,862,TOTS Career Path III - LW,,tots-career-path-iii-lw,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/862/tots-career-path-iii-lw
802,2026-05-20,exact,863,TOTS Career Path III - RW,,tots-career-path-iii-rw,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/863/tots-career-path-iii-rw
803,2026-05-20,exact,864,TOTS Career Path III - CM,,tots-career-path-iii-cm,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/864/tots-career-path-iii-cm
804,2026-05-21,exact,865,Composed Authority,,composed-authority,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/865/composed-authority
805,2026-05-22,exact,866,Making the Case,,making-the-case,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/866/making-the-case
806,2026-05-23,inferred,867,Polished Perfection,,polished-perfection,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/867/polished-perfection
807,2026-05-23,exact,868,Poldi's Strike,,poldis-strike,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/868/poldis-strike
808,2026-05-24,exact,869,Dash & Dazzle,,dash--dazzle,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/869/dash--dazzle
809,2026-05-25,exact,870,Spinning Top,,spinning-top,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/870/spinning-top
810,2026-05-26,exact,871,Tater TOTS,,tater-tots,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/871/tater-tots
811,2026-05-27,exact,872,The GOATkeeper,,the-goatkeeper,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/872/the-goatkeeper
812,2026-05-27,inferred,873,Gamechanger+,,gamechanger,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/873/gamechanger
813,2026-05-27,inferred,874,Quick Step+,,quick-step,EVOLUTIONS,active,https://www.futbin.com/26/evolutions/874/quick-step
814,2026-05-28,inferred,875,Pinged Pass+,,pinged-pass,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/875/pinged-pass
815,2026-05-28,inferred,876,Perfect Timing,,perfect-timing,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/876/perfect-timing
816,2026-05-28,exact,877,Ultimate End,,ultimate-end,COSMETICS,expired,https://www.futbin.com/26/evolutions/877/ultimate-end
817,2026-05-29,exact,878,History in Ten,,history-in-ten,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/878/history-in-ten
818,2026-05-29,exact,879,Smooth Operator,,smooth-operator,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/879/smooth-operator
819,2026-05-30,inferred,880,Enforcer+,,enforcer,REWARDS,expired,https://www.futbin.com/26/evolutions/880/enforcer
820,2026-05-30,exact,881,Goal Bound,,goal-bound,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/881/goal-bound
821,2026-05-30,exact,882,Prime Heroes,,prime-heroes,COSMETICS,expired,https://www.futbin.com/26/evolutions/882/prime-heroes
822,2026-05-31,exact,883,Born to Roam,,born-to-roam,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/883/born-to-roam
823,2026-06-01,exact,884,Rock & Resolve,,rock--resolve,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/884/rock--resolve
824,2026-06-02,exact,885,Street Slick,,street-slick,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/885/street-slick
825,2026-06-03,inferred,886,Technical+,,technical,REWARDS,expired,https://www.futbin.com/26/evolutions/886/technical
826,2026-06-03,exact,887,Perfect Poise,,perfect-poise,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/887/perfect-poise
827,2026-06-03,inferred,888,Far Reach+,,far-reach,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/888/far-reach
828,2026-06-03,inferred,889,Technical+,,technical,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/889/technical
829,2026-06-03,inferred,890,Intercept+,,intercept,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/890/intercept
830,2026-06-03,inferred,891,Tiki Taka+,,tiki-taka,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/891/tiki-taka
831,2026-06-03,inferred,892,Low Driven Shot+,,low-driven-shot,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/892/low-driven-shot
832,2026-06-03,inferred,893,Footwork+,,footwork,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/893/footwork
833,2026-06-03,inferred,894,Jockey+,,jockey,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/894/jockey
834,2026-06-03,inferred,895,Anticipate+,,anticipate,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/895/anticipate
835,2026-06-03,inferred,896,Finesse Shot+,,finesse-shot,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/896/finesse-shot
836,2026-06-03,inferred,897,Incisive Pass+,,incisive-pass,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/897/incisive-pass
837,2026-06-03,inferred,898,Quick Step+,,quick-step,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/898/quick-step
838,2026-06-03,inferred,899,Rapid+,,rapid,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/899/rapid
839,2026-06-03,inferred,900,Pinged Pass+,,pinged-pass,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/900/pinged-pass
840,2026-06-03,inferred,901,Bruiser+,,bruiser,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/901/bruiser
841,2026-06-03,inferred,902,Relentless+,,relentless,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/902/relentless
842,2026-06-03,inferred,903,Long Ball Pass+,,long-ball-pass,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/903/long-ball-pass
843,2026-06-03,inferred,904,Inventive+,,inventive,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/904/inventive
844,2026-06-03,inferred,905,Cross Claimer+,,cross-claimer,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/905/cross-claimer
845,2026-06-04,inferred,906,First Touch+,,first-touch,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/906/first-touch
846,2026-06-04,inferred,907,1v1 Close Down+,,1v1-close-down,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/907/1v1-close-down
847,2026-06-04,inferred,908,Trickster+,,trickster,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/908/trickster
848,2026-06-04,inferred,909,Press Proven+,,press-proven,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/909/press-proven
849,2026-06-04,inferred,910,Block+,,block,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/910/block
850,2026-06-04,inferred,911,Gamechanger+,,gamechanger,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/911/gamechanger
851,2026-06-04,inferred,912,Deflector+,,deflector,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/912/deflector
852,2026-06-04,inferred,913,Power Shot+,,power-shot,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/913/power-shot
853,2026-06-04,inferred,914,Enforcer+,,enforcer,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/914/enforcer
854,2026-06-04,inferred,915,Chip Shot+,,chip-shot,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/915/chip-shot
855,2026-06-04,inferred,916,Acrobatic+,,acrobatic,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/916/acrobatic
856,2026-06-04,inferred,917,Dead Ball+,,dead-ball,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/917/dead-ball
857,2026-06-04,inferred,918,Slide Tackle+,,slide-tackle,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/918/slide-tackle
858,2026-06-04,inferred,919,Long Throw+,,long-throw,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/919/long-throw
859,2026-06-04,inferred,920,Aerial Fortress+,,aerial-fortress,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/920/aerial-fortress
860,2026-06-04,inferred,921,Far Throw+,,far-throw,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/921/far-throw
861,2026-06-04,inferred,922,Whipped Pass+,,whipped-pass,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/922/whipped-pass
862,2026-06-04,inferred,923,Precision Header+,,precision-header,PLAYSTYLES+ LAB,active,https://www.futbin.com/26/evolutions/923/precision-header
863,2026-06-04,exact,924,GK Roles++,,gk-roles,ROLES,expired,https://www.futbin.com/26/evolutions/924/gk-roles
864,2026-06-04,exact,925,CB Roles++,,cb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/925/cb-roles
865,2026-06-04,exact,926,LB Roles++,,lb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/926/lb-roles
866,2026-06-04,exact,927,RB Roles++,,rb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/927/rb-roles
867,2026-06-04,exact,928,CDM Roles++,,cdm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/928/cdm-roles
868,2026-06-04,exact,929,CM Roles++,,cm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/929/cm-roles
869,2026-06-04,exact,930,CAM Roles++,,cam-roles,ROLES,expired,https://www.futbin.com/26/evolutions/930/cam-roles
870,2026-06-04,exact,931,LM Roles++,,lm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/931/lm-roles
871,2026-06-04,exact,932,RM Roles++,,rm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/932/rm-roles
872,2026-06-04,exact,933,ST Roles++,,st-roles,ROLES,expired,https://www.futbin.com/26/evolutions/933/st-roles
873,2026-06-04,exact,934,RW Roles++,,rw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/934/rw-roles
874,2026-06-04,inferred,935,LW Roles++,,lw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/935/lw-roles
875,2026-06-04,exact,936,Finesse Shot,,finesse-shot,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/936/finesse-shot
876,2026-06-04,exact,937,Intercept,,intercept,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/937/intercept
877,2026-06-04,exact,938,Incisive Pass,,incisive-pass,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/938/incisive-pass
878,2026-06-04,exact,939,Quick Step,,quick-step,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/939/quick-step
879,2026-06-04,exact,940,Tiki Taka,,tiki-taka,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/940/tiki-taka
880,2026-06-04,exact,941,Bruiser,,bruiser,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/941/bruiser
881,2026-06-04,exact,942,Pinged Pass,,pinged-pass,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/942/pinged-pass
882,2026-06-04,exact,943,Rapid,,rapid,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/943/rapid
883,2026-06-04,exact,944,Jockey,,jockey,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/944/jockey
884,2026-06-04,exact,945,Anticipate,,anticipate,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/945/anticipate
885,2026-06-04,exact,946,Low Driven Shot,,low-driven-shot,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/946/low-driven-shot
886,2026-06-04,exact,947,Far Reach,,far-reach,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/947/far-reach
887,2026-06-04,exact,948,Footwork,,footwork,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/948/footwork
888,2026-06-04,exact,949,Technical,,technical,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/949/technical
889,2026-06-04,exact,950,Enforcer,,enforcer,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/950/enforcer
890,2026-06-04,exact,951,Long Ball Pass,,long-ball-pass,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/951/long-ball-pass
891,2026-06-04,inferred,952,Deflector,,deflector,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/952/deflector
892,2026-06-04,inferred,953,Trickster,,trickster,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/953/trickster
893,2026-06-04,inferred,954,Gamechanger,,gamechanger,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/954/gamechanger
894,2026-06-04,exact,955,Cross Claimer,,cross-claimer,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/955/cross-claimer
895,2026-06-04,inferred,956,Press Proven,,press-proven,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/956/press-proven
896,2026-06-04,inferred,957,Block,,block,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/957/block
897,2026-06-04,inferred,958,Inventive,,inventive,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/958/inventive
898,2026-06-04,inferred,959,Power Shot,,power-shot,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/959/power-shot
899,2026-06-04,exact,960,1v1 Close Down,,1v1-close-down,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/960/1v1-close-down
900,2026-06-04,inferred,961,Relentless,,relentless,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/961/relentless
901,2026-06-04,inferred,962,First Touch,,first-touch,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/962/first-touch
902,2026-06-04,exact,963,Far Throw,,far-throw,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/963/far-throw
903,2026-06-04,exact,964,Whipped Pass,,whipped-pass,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/964/whipped-pass
904,2026-06-04,inferred,965,Slide Tackle,,slide-tackle,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/965/slide-tackle
905,2026-06-04,inferred,966,Aerial Fortress,,aerial-fortress,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/966/aerial-fortress
906,2026-06-04,inferred,967,Chip Shot,,chip-shot,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/967/chip-shot
907,2026-06-04,exact,968,Precision Header,,precision-header,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/968/precision-header
908,2026-06-04,inferred,969,Acrobatic,,acrobatic,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/969/acrobatic
909,2026-06-04,inferred,970,Long Throw,,long-throw,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/970/long-throw
910,2026-06-04,inferred,971,Dead Ball,,dead-ball,PLAYSTYLES LAB,active,https://www.futbin.com/26/evolutions/971/dead-ball
911,2026-06-04,inferred,972,Finesse Shot+,,finesse-shot,SEASON 8 LEVEL: 28,expired,https://www.futbin.com/26/evolutions/972/finesse-shot
912,2026-06-04,inferred,973,Intercept+,,intercept,SEASON 8 LEVEL: 27,expired,https://www.futbin.com/26/evolutions/973/intercept
913,2026-06-04,inferred,974,The Main Event,,the-main-event,2000 FOF TOKENS,active,https://www.futbin.com/26/evolutions/974/the-main-event
914,2026-06-04,inferred,975,Deadeye,,deadeye,SEASON 8 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/975/deadeye
915,2026-06-04,inferred,976,No Looking Back,,no-looking-back,SEASON 8 LEVEL: 18,expired,https://www.futbin.com/26/evolutions/976/no-looking-back
916,2026-06-04,inferred,977,Afterburner,,afterburner,SEASON 8 LEVEL: 10,expired,https://www.futbin.com/26/evolutions/977/afterburner
917,2026-06-04,inferred,978,Covering Ground,,covering-ground,SEASON 8 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/978/covering-ground
918,2026-06-04,inferred,979,Gold Standard,,gold-standard,500 FOF TOKENS,active,https://www.futbin.com/26/evolutions/979/gold-standard
919,2026-06-04,inferred,980,Old School Winger,,old-school-winger,SEASON 8 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/980/old-school-winger
920,2026-06-04,inferred,981,One Step Ahead,,one-step-ahead,100 FOF TOKENS,expired,https://www.futbin.com/26/evolutions/981/one-step-ahead
921,2026-06-04,inferred,982,Try Again Tomorrow,,try-again-tomorrow,SEASON 8 LEVEL: 8,expired,https://www.futbin.com/26/evolutions/982/try-again-tomorrow
922,2026-06-04,inferred,983,Relentless Rise,,relentless-rise,REWARDS,active,https://www.futbin.com/26/evolutions/983/relentless-rise
923,2026-06-04,inferred,984,Chasing the Spotlight,,chasing-the-spotlight,REWARDS,active,https://www.futbin.com/26/evolutions/984/chasing-the-spotlight
924,2026-06-04,inferred,985,Low Driven Shot+,,low-driven-shot,REWARDS,active,https://www.futbin.com/26/evolutions/985/low-driven-shot
925,2026-06-04,inferred,986,Memo's Legacy,,memos-legacy,REWARDS,active,https://www.futbin.com/26/evolutions/986/memos-legacy
926,2026-06-04,inferred,987,El Kaiser,,el-kaiser,REWARDS,active,https://www.futbin.com/26/evolutions/987/el-kaiser
927,2026-06-04,inferred,988,Street Soccer,,street-soccer,REWARDS,active,https://www.futbin.com/26/evolutions/988/street-soccer
928,2026-06-04,inferred,989,Star Chaser,,star-chaser,REWARDS,active,https://www.futbin.com/26/evolutions/989/star-chaser
929,2026-06-04,inferred,990,"Pass, Eh",,pass-eh,REWARDS,active,https://www.futbin.com/26/evolutions/990/pass-eh
930,2026-06-04,exact,991,Anfield's Wall,,anfields-wall,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/991/anfields-wall
931,2026-06-04,inferred,992,Path to Glory Cosmetic,,path-to-glory-cosmetic,REWARDS,expired,https://www.futbin.com/26/evolutions/992/path-to-glory-cosmetic
932,2026-06-05,inferred,993,Donovation,,donovation,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/993/donovation
933,2026-06-05,exact,994,FoF Pelé I - RW/LW,,fof-pele-i-rwlw,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/994/fof-pele-i-rwlw
934,2026-06-05,exact,995,FoF Pelé I - CM,,fof-pele-i-cm,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/995/fof-pele-i-cm
935,2026-06-05,exact,996,FoF Pelé I - ST,,fof-pele-i-st,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/996/fof-pele-i-st
936,2026-06-05,exact,997,Meep Meep,,meep-meep,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/997/meep-meep
937,2026-06-06,exact,998,Inch Perfect,,inch-perfect,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/998/inch-perfect
938,2026-06-06,inferred,999,The Iron 9,,the-iron-9,REWARDS,expired,https://www.futbin.com/26/evolutions/999/the-iron-9
939,2026-06-07,inferred,1000,Trequartista,,trequartista,REWARDS,expired,https://www.futbin.com/26/evolutions/1000/trequartista
940,2026-06-07,inferred,1001,Five Star Phenom II,,five-star-phenom-ii,REWARDS,expired,https://www.futbin.com/26/evolutions/1001/five-star-phenom-ii
941,2026-06-07,inferred,1002,Defence Wins Championships,,defence-wins-championships,REWARDS,expired,https://www.futbin.com/26/evolutions/1002/defence-wins-championships
942,2026-06-08,inferred,1003,Rapid+,,rapid,REWARDS,expired,https://www.futbin.com/26/evolutions/1003/rapid
943,2026-06-08,exact,1004,Hawk Eye,,hawk-eye,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1004/hawk-eye
944,2026-06-09,exact,1005,Free Kick Mastery,,free-kick-mastery,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1005/free-kick-mastery
945,2026-06-09,exact,1006,Final Preparations,,final-preparations,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1006/final-preparations
946,2026-06-10,exact,1007,Backbone Brilliance,,backbone-brilliance,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1007/backbone-brilliance
947,2026-06-11,exact,1008,La Pulga,,la-pulga,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1008/la-pulga
948,2026-06-12,exact,1009,Go on Son,,go-on-son,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1009/go-on-son
949,2026-06-12,exact,1010,Hold the Fort,,hold-the-fort,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1010/hold-the-fort
950,2026-06-12,inferred,1011,Hidden Gem,,hidden-gem,REWARDS,active,https://www.futbin.com/26/evolutions/1011/hidden-gem
951,2026-06-12,inferred,1012,The Kiwi Wall,,the-kiwi-wall,REWARDS,active,https://www.futbin.com/26/evolutions/1012/the-kiwi-wall
952,2026-06-12,inferred,1013,Quick Step+,,quick-step,REWARDS,active,https://www.futbin.com/26/evolutions/1013/quick-step
953,2026-06-12,inferred,1014,Tiny Tim,,tiny-tim,REWARDS,active,https://www.futbin.com/26/evolutions/1014/tiny-tim
954,2026-06-13,inferred,1015,PhD In Dribbling,,phd-in-dribbling,REWARDS,active,https://www.futbin.com/26/evolutions/1015/phd-in-dribbling
955,2026-06-13,inferred,1016,Oxygen Tank,,oxygen-tank,REWARDS,active,https://www.futbin.com/26/evolutions/1016/oxygen-tank
956,2026-06-13,inferred,1017,Golden Spirit,,golden-spirit,REWARDS,active,https://www.futbin.com/26/evolutions/1017/golden-spirit
957,2026-06-13,inferred,1018,Continental Cannon,,continental-cannon,REWARDS,active,https://www.futbin.com/26/evolutions/1018/continental-cannon
958,2026-06-13,exact,1019,Shadow Step,,shadow-step,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1019/shadow-step
959,2026-06-14,inferred,1020,Path to Glory,,path-to-glory,COSMETICS,expired,https://www.futbin.com/26/evolutions/1020/path-to-glory
960,2026-06-14,exact,1021,Complete Connection,,complete-connection,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1021/complete-connection
961,2026-06-15,exact,1022,Woodsy's Way,,woodsys-way,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1022/woodsys-way
962,2026-06-16,inferred,1023,Build Your Own FUT Birthday,,build-your-own-fut-birthday,REWARDS,active,https://www.futbin.com/26/evolutions/1023/build-your-own-fut-birthday
963,2026-06-16,exact,1024,No Payne No Gain,,no-payne-no-gain,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1024/no-payne-no-gain
964,2026-06-18,exact,1025,Wave Your Flag,,wave-your-flag,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1025/wave-your-flag
965,2026-06-19,exact,1026,Cameroon King,,cameroon-king,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1026/cameroon-king
966,2026-06-19,inferred,1027,Built for Glory,,built-for-glory,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1027/built-for-glory
967,2026-06-19,inferred,1028,Attacking Artistry,,attacking-artistry,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1028/attacking-artistry
968,2026-06-19,inferred,1029,The Egyptian King,,the-egyptian-king,REWARDS,active,https://www.futbin.com/26/evolutions/1029/the-egyptian-king
969,2026-06-19,inferred,1030,Do it like Yaya,,do-it-like-yaya,REWARDS,active,https://www.futbin.com/26/evolutions/1030/do-it-like-yaya
970,2026-06-19,inferred,1031,Incisive Pass+,,incisive-pass,REWARDS,active,https://www.futbin.com/26/evolutions/1031/incisive-pass
971,2026-06-20,inferred,1032,Leopard's Roar,,leopards-roar,REWARDS,active,https://www.futbin.com/26/evolutions/1032/leopards-roar
972,2026-06-20,inferred,1033,Finesse Shot+,,finesse-shot,REWARDS,active,https://www.futbin.com/26/evolutions/1033/finesse-shot
973,2026-06-20,inferred,1034,I Do Absolutes,,i-do-absolutes,REWARDS,active,https://www.futbin.com/26/evolutions/1034/i-do-absolutes
