releaseDate,evolutionId,name,category,inputOverallMax,inputPlaystylePlusMax,outputOverall,positions,rarity,playstylePlusAddCount,playstylePlusAdded,free,repeatable,dateConfidence,sourceUrl
2025-12-06,169,Joga Bonito,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/169/joga-bonito
2025-12-07,170,Skill Moves Master,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/170/skill-moves-master
2025-12-07,171,Silver Skiller,EVOLUTIONS,74,,74,,Not Rarity: World Tour Silver Stars,1,Trickster,true,true,exact,https://www.futbin.com/26/evolutions/171/silver-skiller
2025-12-07,172,Brazil Silver Skiller,REWARDS,74,,74,,Not Rarity: World Tour Silver Stars,1,Trickster,true,true,inferred,https://www.futbin.com/26/evolutions/172/brazil-silver-skiller
2025-12-08,173,Shadow Striker++,REWARDS,86,,,CAM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/173/shadow-striker
2025-12-08,174,Positional Excellence,REWARDS,,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/174/positional-excellence
2025-12-09,175,First Touch+,REWARDS,84,,,,,1,First Touch,true,true,inferred,https://www.futbin.com/26/evolutions/175/first-touch
2025-12-09,176,The Controller,EVOLUTIONS,85,,,,,1,Tiki Taka,,true,exact,https://www.futbin.com/26/evolutions/176/the-controller
2025-12-10,177,Keep Composed,EVOLUTIONS,85,,,,,1,Press Proven,,true,exact,https://www.futbin.com/26/evolutions/177/keep-composed
2025-12-11,178,Shots Fired,EVOLUTIONS,84,,,,,0,,true,2,exact,https://www.futbin.com/26/evolutions/178/shots-fired
2025-12-12,179,Wake Up,EVOLUTIONS,85,,,,,0,,,2,exact,https://www.futbin.com/26/evolutions/179/wake-up
2025-12-12,180,The Little Magician,EVOLUTIONS,85,,87,CAM or CM,Not Rarity: World Tour Silver Stars,1,Tiki Taka,,true,exact,https://www.futbin.com/26/evolutions/180/the-little-magician
2025-12-13,181,Athlete Lab,EVOLUTIONS,84,,,,,0,,true,2,exact,https://www.futbin.com/26/evolutions/181/athlete-lab
2025-12-13,182,Cornerstones,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/182/cornerstones
2025-12-13,183,FOF: Captains,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/183/fof-captains
2025-12-13,184,Brute Finisher,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/184/brute-finisher
2025-12-13,185,Pumping Iron,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/185/pumping-iron
2025-12-14,186,Fast Feet,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/186/fast-feet
2025-12-14,187,"Work hard, Pass Hard",REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/187/work-hard-pass-hard
2025-12-14,188,Keep Good Kompany,EVOLUTIONS,84,,86,CB,Not Rarity: World Tour Silver Stars,1,Block,true,true,exact,https://www.futbin.com/26/evolutions/188/keep-good-kompany
2025-12-15,189,Enforcer,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/189/enforcer
2025-12-15,190,Technical+,REWARDS,85,,,,,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/190/technical
2025-12-16,191,Advanced Forward++,REWARDS,87,,,ST,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/191/advanced-forward
2025-12-17,192,Sticky Shoes,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/192/sticky-shoes
2025-12-17,193,Package Delivery,EVOLUTIONS,84,,,,,0,,true,2,inferred,https://www.futbin.com/26/evolutions/193/package-delivery
2025-12-18,194,The Bandit,EVOLUTIONS,85,,,,,1,Anticipate,,2,exact,https://www.futbin.com/26/evolutions/194/the-bandit
2025-12-18,195,Thunder It In,EVOLUTIONS,84,,,,,0,,true,2,exact,https://www.futbin.com/26/evolutions/195/thunder-it-in
2025-12-18,196,Left Sided Attacker,EVOLUTIONS,84,,,LM or LW,,0,,true,true,exact,https://www.futbin.com/26/evolutions/196/left-sided-attacker
2025-12-18,197,Right Sided Attacker,EVOLUTIONS,84,,,RM or RW,,0,,true,true,exact,https://www.futbin.com/26/evolutions/197/right-sided-attacker
2025-12-19,198,Frostbite Finisher,EVOLUTIONS,86,,88,ST,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,,true,inferred,https://www.futbin.com/26/evolutions/198/frostbite-finisher
2025-12-19,199,GK Roles++,ROLES,87,,,GK,,0,,,3,exact,https://www.futbin.com/26/evolutions/199/gk-roles
2025-12-19,200,LB Roles++,ROLES,87,,,LB,,0,,,3,exact,https://www.futbin.com/26/evolutions/200/lb-roles
2025-12-19,201,RB Roles++,ROLES,87,,,RB,,0,,,3,exact,https://www.futbin.com/26/evolutions/201/rb-roles
2025-12-19,202,CB Roles++,ROLES,87,,,CB,,0,,,3,exact,https://www.futbin.com/26/evolutions/202/cb-roles
2025-12-19,203,CDM Roles++,ROLES,87,,,CDM,,0,,,3,exact,https://www.futbin.com/26/evolutions/203/cdm-roles
2025-12-19,204,Winter Wildcards Red Icon,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/204/winter-wildcards-red-icon
2025-12-19,205,Left Protector,REWARDS,86,,,LM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/205/left-protector
2025-12-19,206,RW Winger++,REWARDS,87,,,RW,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/206/rw-winger
2025-12-20,207,Enforcer,REWARDS,85,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/207/enforcer
2025-12-20,208,Technical+,REWARDS,85,,,,,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/208/technical
2025-12-20,209,Passing Perfectionist,EVOLUTIONS,86,,,,,1,Incisive Pass,,2,exact,https://www.futbin.com/26/evolutions/209/passing-perfectionist
2025-12-20,210,Stay Frosty,EVOLUTIONS,85,,,,,1,Rapid,true,2,exact,https://www.futbin.com/26/evolutions/210/stay-frosty
2025-12-21,211,Chilling Wingback,EVOLUTIONS,86,,88,LB,Not Rarity: World Tour Silver Stars,1,Jockey,,true,exact,https://www.futbin.com/26/evolutions/211/chilling-wingback
2025-12-22,212,CDM Holding++,REWARDS,87,,,CDM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/212/cdm-holding
2025-12-22,213,Relentless+,REWARDS,87,,,,,1,Relentless,true,true,inferred,https://www.futbin.com/26/evolutions/213/relentless
2025-12-23,214,Attacking Freeze,EVOLUTIONS,85,,,,,1,Bruiser,true,2,exact,https://www.futbin.com/26/evolutions/214/attacking-freeze
2025-12-24,215,Icy Precision,EVOLUTIONS,85,,,,,0,,true,2,exact,https://www.futbin.com/26/evolutions/215/icy-precision
2025-12-24,221,Architect,REWARDS,86,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/221/architect
2025-12-24,228,Read and React - Season 4 (p) Lvl 10,REWARDS,87,,,,,0,,true,2,inferred,https://www.futbin.com/26/evolutions/228/read-and-react-season-4-p-lvl-10
2025-12-24,229,Brute Defense - Season 4 Lvl 20,REWARDS,86,,,,,0,,true,2,inferred,https://www.futbin.com/26/evolutions/229/brute-defense-season-4-lvl-20
2025-12-25,230,Proper Passer,REWARDS,86,,,,,0,,true,2,inferred,https://www.futbin.com/26/evolutions/230/proper-passer
2025-12-25,231,Grasscutter - Season 4 (p) Lvl 20,REWARDS,87,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/231/grasscutter-season-4-p-lvl-20
2025-12-25,232,Right Side Trickster - Season 4 Lvl 26,REWARDS,87,,,RM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/232/right-side-trickster-season-4-lvl-26
2025-12-25,236,Left Side Trickster - Season 4 Lvl 26,REWARDS,87,,,LM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/236/left-side-trickster-season-4-lvl-26
2025-12-25,237,RW Roles++ - Season 4 (p) Lvl 26,REWARDS,88,,,RW,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/237/rw-roles-season-4-p-lvl-26
2025-12-25,238,LW Roles++ - Season 4 (p) Lvl 26,REWARDS,88,,,LW,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/238/lw-roles-season-4-p-lvl-26
2025-12-25,242,Technical+,REWARDS,87,,,,,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/242/technical
2025-12-25,243,Get a Move On! Season 4 (p) Lvl 34,REWARDS,87,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/243/get-a-move-on-season-4-p-lvl-34
2025-12-25,244,Finesse Shot+ - Season 4 (p) Lvl 36,REWARDS,88,,,,,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/244/finesse-shot-season-4-p-lvl-36
2025-12-25,245,Snow Shadow,EVOLUTIONS,86,,88,CDM or CM,Not Rarity: World Tour Silver Stars,1,Bruiser,,true,exact,https://www.futbin.com/26/evolutions/245/snow-shadow
2025-12-25,246,Ball on a string - Season 4 (p) Lvl 33,REWARDS,87,,89,,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/246/ball-on-a-string-season-4-p-lvl-33
2025-12-26,247,Stopped in its Tracks - Season 4 (p) Lvl 23,REWARDS,87,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/247/stopped-in-its-tracks-season-4-p-lvl-23
2025-12-26,248,Winter Wall,EVOLUTIONS,86,,88,CB,Not Rarity: World Tour Silver Stars,1,Aerial Fortress,,true,exact,https://www.futbin.com/26/evolutions/248/winter-wall
2025-12-26,249,CM Roles++,ROLES,87,,,CM,,0,,,3,exact,https://www.futbin.com/26/evolutions/249/cm-roles
2025-12-26,250,CAM Roles++,ROLES,87,,,CAM,,0,,,3,exact,https://www.futbin.com/26/evolutions/250/cam-roles
2025-12-26,251,LW Roles++,ROLES,87,,,LW,,0,,,3,exact,https://www.futbin.com/26/evolutions/251/lw-roles
2025-12-26,252,RW Roles++,ROLES,87,,,RW,,0,,,3,exact,https://www.futbin.com/26/evolutions/252/rw-roles
2025-12-26,253,ST Roles++,ROLES,87,,,ST,,0,,,3,exact,https://www.futbin.com/26/evolutions/253/st-roles
2025-12-27,254,Frosty Dribbler,EVOLUTIONS,86,,,,,1,Technical,,2,exact,https://www.futbin.com/26/evolutions/254/frosty-dribbler
2025-12-27,255,Leading the Line,EVOLUTIONS,85,,,,,0,,true,true,exact,https://www.futbin.com/26/evolutions/255/leading-the-line
2025-12-28,256,Glacial Creator,EVOLUTIONS,86,,88,RM,Not Rarity: World Tour Silver Stars,1,Incisive Pass,,true,exact,https://www.futbin.com/26/evolutions/256/glacial-creator
2025-12-30,257,Balancing Act,EVOLUTIONS,85,,,,,0,,true,30,exact,https://www.futbin.com/26/evolutions/257/balancing-act
2025-12-31,258,I Can See You,EVOLUTIONS,85,,,,,0,,true,30,exact,https://www.futbin.com/26/evolutions/258/i-can-see-you
2026-01-01,259,New Year Overdrive,EVOLUTIONS,85,,87,RB,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,exact,https://www.futbin.com/26/evolutions/259/new-year-overdrive
2026-01-02,260,Plenty of time Left,EVOLUTIONS,86,,88,LM,Not Rarity: World Tour Silver Stars,1,Technical,,true,exact,https://www.futbin.com/26/evolutions/260/plenty-of-time-left
2026-01-03,261,Fresh Legs,EVOLUTIONS,86,,,,,0,,,4,exact,https://www.futbin.com/26/evolutions/261/fresh-legs
2026-01-03,262,Time Warp,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/262/time-warp
2026-01-04,263,Silver Passer,REWARDS,74,,74,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/263/silver-passer
2026-01-04,264,Peak Endurance,EVOLUTIONS,85,,,,,0,,true,41,exact,https://www.futbin.com/26/evolutions/264/peak-endurance
2026-01-05,265,Timeless Talent,REWARDS,74,,74,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/265/timeless-talent
2026-01-05,266,Progressing Along,EVOLUTIONS,64,,74,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/266/progressing-along
2026-01-06,267,Time Traveler,TRAINING CAMP,86,,,,,0,,,true,exact,https://www.futbin.com/26/evolutions/267/time-traveler
2026-01-08,271,Out Wide,REWARDS,86,,,LW,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/271/out-wide
2026-01-08,272,Fountain of Youth,EVOLUTIONS,85,,86,,Not Rarity: World Tour Silver Stars,1,Relentless,true,2,exact,https://www.futbin.com/26/evolutions/272/fountain-of-youth
2026-01-09,273,Helping Hand,EVOLUTIONS,85,,,LB or RB,,0,,true,2,exact,https://www.futbin.com/26/evolutions/273/helping-hand
2026-01-10,274,Net Results,EVOLUTIONS,85,,86,GK,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/274/net-results
2026-01-11,275,Time Warp Icon,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,inferred,https://www.futbin.com/26/evolutions/275/time-warp-icon
2026-01-12,276,Just Passing By,EVOLUTIONS,85,,,,,0,,true,2,exact,https://www.futbin.com/26/evolutions/276/just-passing-by
2026-01-13,277,Warming Up,EVOLUTIONS,86,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/277/warming-up
2026-01-13,278,Jockey,REWARDS,86,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/278/jockey
2026-01-13,279,Intercept,REWARDS,86,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/279/intercept
2026-01-13,280,Deflector+,REWARDS,86,,,GK,,1,Deflector,true,true,inferred,https://www.futbin.com/26/evolutions/280/deflector
2026-01-14,284,Pinged and Incisive Pass,REWARDS,86,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/284/pinged-and-incisive-pass
2026-01-14,285,Repair Time,EVOLUTIONS,85,,,,Not Rarity: World Tour Silver Stars,0,,true,31,exact,https://www.futbin.com/26/evolutions/285/repair-time
2026-01-14,286,The Wizard,REWARDS,85,,87,LW,Not Rarity: World Tour Silver Stars,1,Quick Step,,true,inferred,https://www.futbin.com/26/evolutions/286/the-wizard
2026-01-15,290,Gamechanger,REWARDS,86,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/290/gamechanger
2026-01-16,291,Low Driven Shot,REWARDS,86,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/291/low-driven-shot
2026-01-16,292,New Boots,EVOLUTIONS,85,,,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/292/new-boots
2026-01-16,293,Build your TOTY HM EVO,BUILD YOUR TOTY HM,86,,87,CAM or CM or CDM,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/293/build-your-toty-hm-evo
2026-01-16,294,TOTY HM CM Builder,BUILD YOUR TOTY HM,87,,89,CM,Rarity: TOTY Evolution,1,Tiki Taka,true,true,exact,https://www.futbin.com/26/evolutions/294/toty-hm-cm-builder
2026-01-16,295,TOTY HM CDM Builder,BUILD YOUR TOTY HM,87,,89,CDM,Rarity: TOTY Evolution,1,Anticipate,true,true,exact,https://www.futbin.com/26/evolutions/295/toty-hm-cdm-builder
2026-01-16,296,TOTY HM CAM Builder,BUILD YOUR TOTY HM,87,,89,CAM,Rarity: TOTY Evolution,1,Finesse Shot,true,true,exact,https://www.futbin.com/26/evolutions/296/toty-hm-cam-builder
2026-01-16,298,Quick Step,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/298/quick-step
2026-01-16,299,Positional Excellence,REWARDS,,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/299/positional-excellence
2026-01-17,300,CB to CDM,REWARDS,86,,,CB,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/300/cb-to-cdm
2026-01-17,301,LM/RM to CM,REWARDS,86,,,LM or RM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/301/lmrm-to-cm
2026-01-17,302,ST to CAM,REWARDS,86,,,ST,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/302/st-to-cam
2026-01-17,303,Strike like Kylian,EVOLUTIONS,86,,88,ST,Not Rarity: World Tour Silver Stars,1,Quick Step,,true,exact,https://www.futbin.com/26/evolutions/303/strike-like-kylian
2026-01-18,304,Give & Go,EVOLUTIONS,85,,,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/304/give--go
2026-01-18,305,CB Roles++ & Intercept,REWARDS,86,,,CB,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/305/cb-roles--intercept
2026-01-18,306,Tiki Taka+,REWARDS,86,,,,,1,Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/306/tiki-taka
2026-01-19,307,Second Wind,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/307/second-wind
2026-01-19,308,Defensive Instincts,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/308/defensive-instincts
2026-01-19,309,Royal Winger,EVOLUTIONS,86,,88,LM or RM,Not Rarity: World Tour Silver Stars,1,Rapid,,true,exact,https://www.futbin.com/26/evolutions/309/royal-winger
2026-01-19,310,Far Reach,REWARDS,86,,,GK,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/310/far-reach
2026-01-20,311,Pinged Pass+,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/311/pinged-pass
2026-01-20,312,Ultimate Fullback,EVOLUTIONS,85,,,RB,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/312/ultimate-fullback
2026-01-20,313,Ultimate Fullback,EVOLUTIONS,85,,,LB,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/313/ultimate-fullback
2026-01-21,314,Block Party,EVOLUTIONS,85,,,,Not Rarity: World Tour Silver Stars,1,Block,true,true,exact,https://www.futbin.com/26/evolutions/314/block-party
2026-01-22,315,Golden Gloves,EVOLUTIONS,86,,87,GK,Not Rarity: World Tour Silver Stars,1,Footwork,,true,exact,https://www.futbin.com/26/evolutions/315/golden-gloves
2026-01-22,316,Defensive Instincts,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/316/defensive-instincts
2026-01-23,317,Inside Edge,EVOLUTIONS,87,,90,RW,Not Rarity: World Tour Silver Stars,1,Finesse Shot,,true,inferred,https://www.futbin.com/26/evolutions/317/inside-edge
2026-01-23,318,Get Stuck In,EVOLUTIONS,86,,,,Not Rarity: World Tour Silver Stars,1,Bruiser,true,2,inferred,https://www.futbin.com/26/evolutions/318/get-stuck-in
2026-01-23,319,TOTY HM Press Proven+,BUILD YOUR TOTY HM,89,,,,Rarity: TOTY Evolution,1,Press Proven,true,true,exact,https://www.futbin.com/26/evolutions/319/toty-hm-press-proven
2026-01-23,320,TOTY HM First Touch+,BUILD YOUR TOTY HM,89,,,,Rarity: TOTY Evolution,1,First Touch,true,true,exact,https://www.futbin.com/26/evolutions/320/toty-hm-first-touch
2026-01-23,321,TOTY HM Long Ball Pass+,BUILD YOUR TOTY HM,89,,,,Rarity: TOTY Evolution,1,Long Ball Pass,true,true,exact,https://www.futbin.com/26/evolutions/321/toty-hm-long-ball-pass
2026-01-24,322,Swift Footwork,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/322/swift-footwork
2026-01-24,323,Let me be Franck,EVOLUTIONS,87,,88,LW,Not Rarity: World Tour Silver Stars,1,Technical,,true,exact,https://www.futbin.com/26/evolutions/323/let-me-be-franck
2026-01-24,324,TOTY Icon,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/324/toty-icon
2026-01-24,325,TOTY Honourable Mentions,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/325/toty-honourable-mentions
2026-01-25,329,Pristine Control,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/329/pristine-control
2026-01-25,330,Power Play,EVOLUTIONS,86,,,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,,2,exact,https://www.futbin.com/26/evolutions/330/power-play
2026-01-26,331,Get Low,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/331/get-low
2026-01-26,332,The Crab Walk,EVOLUTIONS,86,,87,,Not Rarity: World Tour Silver Stars,1,Jockey,true,2,exact,https://www.futbin.com/26/evolutions/332/the-crab-walk
2026-01-27,333,Creative Director,EVOLUTIONS,86,,87,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,2,exact,https://www.futbin.com/26/evolutions/333/creative-director
2026-01-28,334,Explode Into Space,REWARDS,86,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/334/explode-into-space
2026-01-28,335,Line Breaker,EVOLUTIONS,86,,88,CM,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,exact,https://www.futbin.com/26/evolutions/335/line-breaker
2026-01-28,336,Sharpshooter - Season 5 Lvl 8,REWARDS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/336/sharpshooter-season-5-lvl-8
2026-01-28,339,Dribble Mastery - Season 5 Lvl 8,REWARDS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/339/dribble-mastery-season-5-lvl-8
2026-01-28,340,Burst Boost - Season 5 (p) Lvl 10,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/340/burst-boost-season-5-p-lvl-10
2026-01-28,341,Wall in the Back - Season 5 (p) Lvl 13,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/341/wall-in-the-back-season-5-p-lvl-13
